,datetime,is_winter,power[W],measured_occupancy,log_power,occupancy_geoma,occupancy_pht,geoma,occupancy_night_rule_geoma,occupancy_night_rule_pht
862,2012-07-24 23:30:00,0.0,204.9,1,2.312,1,1,2.168,1,1
863,2012-07-24 23:45:00,0.0,161.347,1,2.208,1,1,2.17,1,1
864,2012-07-25 00:00:00,0.0,124.693,1,2.096,0,1,2.167,1,1
865,2012-07-25 00:15:00,0.0,79.269,1,1.899,0,0,2.153,1,1
866,2012-07-25 00:30:00,0.0,90.996,1,1.959,0,0,2.143,1,1
867,2012-07-25 00:45:00,0.0,135.836,1,2.133,0,0,2.143,1,1
868,2012-07-25 01:00:00,0.0,113.434,1,2.055,0,0,2.139,1,1
869,2012-07-25 01:15:00,0.0,124.904,1,2.097,0,0,2.136,1,1
870,2012-07-25 01:30:00,0.0,75.857,1,1.88,0,0,2.124,1,1
871,2012-07-25 01:45:00,0.0,72.028,1,1.858,0,0,2.11,1,1
872,2012-07-25 02:00:00,0.0,93.156,1,1.969,0,0,2.103,1,1
873,2012-07-25 02:15:00,0.0,71.776,1,1.856,0,0,2.091,1,1
874,2012-07-25 02:30:00,0.0,78.86,1,1.897,0,0,2.081,1,1
875,2012-07-25 02:45:00,0.0,123.717,1,2.092,1,0,2.082,1,1
876,2012-07-25 03:00:00,0.0,117.612,1,2.07,0,0,2.081,1,1
877,2012-07-25 03:15:00,0.0,130.406,1,2.115,1,0,2.083,1,1
878,2012-07-25 03:30:00,0.0,99.588,1,1.998,0,0,2.079,1,1
879,2012-07-25 03:45:00,0.0,62.169,1,1.794,0,0,2.064,1,1
880,2012-07-25 04:00:00,0.0,90.228,1,1.955,0,0,2.059,1,1
881,2012-07-25 04:15:00,0.0,84.259,1,1.926,0,0,2.052,1,1
882,2012-07-25 04:30:00,0.0,65.553,1,1.817,0,0,2.041,1,1
883,2012-07-25 04:45:00,0.0,99.937,1,2.0,0,0,2.038,1,1
884,2012-07-25 05:00:00,0.0,140.327,1,2.147,1,0,2.044,1,1
885,2012-07-25 05:15:00,0.0,212.804,1,2.328,1,0,2.058,1,1
886,2012-07-25 05:30:00,0.0,227.411,1,2.357,1,1,2.073,1,1
887,2012-07-25 05:45:00,0.0,174.818,1,2.243,1,1,2.082,1,1
888,2012-07-25 06:00:00,0.0,172.279,1,2.236,1,1,2.089,1,1
889,2012-07-25 06:15:00,0.0,167.522,1,2.224,1,1,2.096,1,1
890,2012-07-25 06:30:00,0.0,376.364,1,2.576,1,1,2.12,1,1
891,2012-07-25 06:45:00,0.0,101.502,1,2.006,0,1,2.114,1,1
892,2012-07-25 07:00:00,0.0,187.446,1,2.273,1,1,2.122,1,1
893,2012-07-25 07:15:00,0.0,161.663,1,2.209,1,1,2.127,1,1
894,2012-07-25 07:30:00,0.0,369.865,1,2.568,1,1,2.149,1,1
895,2012-07-25 07:45:00,0.0,129.227,1,2.111,0,1,2.147,1,1
896,2012-07-25 08:00:00,0.0,103.025,1,2.013,0,1,2.14,1,1
897,2012-07-25 08:15:00,0.0,1246.91,1,3.096,1,1,2.188,1,1
898,2012-07-25 08:30:00,0.0,1016.273,1,3.007,1,1,2.229,1,1
899,2012-07-25 08:45:00,0.0,243.525,1,2.387,1,1,2.237,1,1
900,2012-07-25 09:00:00,0.0,314.364,1,2.497,1,1,2.25,1,1
901,2012-07-25 09:15:00,0.0,398.291,1,2.6,1,1,2.267,1,1
902,2012-07-25 09:30:00,0.0,161.439,1,2.208,0,1,2.264,0,1
903,2012-07-25 09:45:00,0.0,87.116,1,1.94,0,0,2.248,0,0
904,2012-07-25 10:00:00,0.0,54.136,1,1.733,0,0,2.222,0,0
905,2012-07-25 10:15:00,0.0,74.934,1,1.875,0,0,2.205,0,0
906,2012-07-25 10:30:00,0.0,95.777,1,1.981,0,0,2.194,0,0
907,2012-07-25 10:45:00,0.0,109.398,1,2.039,0,0,2.186,0,0
908,2012-07-25 11:00:00,0.0,773.897,1,2.889,1,1,2.221,1,1
909,2012-07-25 11:15:00,0.0,682.319,1,2.834,1,1,2.252,1,1
910,2012-07-25 11:30:00,0.0,208.39,1,2.319,1,1,2.255,1,1
911,2012-07-25 11:45:00,0.0,94.769,1,1.977,0,0,2.241,0,0
912,2012-07-25 12:00:00,0.0,259.561,1,2.414,1,0,2.25,1,0
913,2012-07-25 12:15:00,0.0,97.803,1,1.99,0,0,2.237,0,0
914,2012-07-25 12:30:00,0.0,126.87,1,2.103,0,0,2.23,0,0
915,2012-07-25 12:45:00,0.0,178.96,1,2.253,1,0,2.231,1,0
916,2012-07-25 13:00:00,0.0,139.406,1,2.144,0,0,2.227,0,0
917,2012-07-25 13:15:00,0.0,167.532,1,2.224,0,0,2.227,0,0
918,2012-07-25 13:30:00,0.0,132.88,1,2.123,0,0,2.222,0,0
919,2012-07-25 13:45:00,0.0,68.536,1,1.836,0,0,2.202,0,0
920,2012-07-25 14:00:00,0.0,83.102,1,1.92,0,0,2.188,0,0
921,2012-07-25 14:15:00,0.0,72.482,1,1.86,0,0,2.172,0,0
922,2012-07-25 14:30:00,0.0,107.774,1,2.033,0,0,2.165,0,0
923,2012-07-25 14:45:00,0.0,138.683,0,2.142,0,0,2.164,0,0
924,2012-07-25 15:00:00,0.0,116.789,0,2.067,0,0,2.159,0,0
925,2012-07-25 15:15:00,0.0,104.696,0,2.02,0,0,2.152,0,0
926,2012-07-25 15:30:00,0.0,128.396,0,2.109,0,0,2.15,0,0
927,2012-07-25 15:45:00,0.0,111.589,0,2.048,0,0,2.145,0,0
928,2012-07-25 16:00:00,0.0,104.793,0,2.02,0,0,2.138,0,0
929,2012-07-25 16:15:00,0.0,126.807,0,2.103,0,0,2.137,0,0
930,2012-07-25 16:30:00,0.0,107.547,0,2.032,0,0,2.131,0,0
931,2012-07-25 16:45:00,0.0,111.9,1,2.049,0,0,2.127,0,0
932,2012-07-25 17:00:00,0.0,126.982,1,2.104,0,0,2.126,0,0
933,2012-07-25 17:15:00,0.0,1289.438,1,3.11,1,1,2.175,1,1
934,2012-07-25 17:30:00,0.0,479.281,1,2.681,1,1,2.201,1,1
935,2012-07-25 17:45:00,0.0,92.984,1,1.968,0,1,2.189,0,1
936,2012-07-25 18:00:00,0.0,94.321,1,1.975,0,0,2.178,0,0
937,2012-07-25 18:15:00,0.0,131.139,1,2.118,0,0,2.175,0,0
938,2012-07-25 18:30:00,0.0,193.678,1,2.287,1,0,2.181,1,0
939,2012-07-25 18:45:00,0.0,197.561,1,2.296,1,0,2.187,1,0
940,2012-07-25 19:00:00,0.0,70.36,1,1.847,0,0,2.17,0,0
941,2012-07-25 19:15:00,0.0,88.06,1,1.945,0,0,2.158,0,0
942,2012-07-25 19:30:00,0.0,52.393,1,1.719,0,0,2.136,0,0
943,2012-07-25 19:45:00,0.0,74.433,1,1.872,0,0,2.123,0,0
944,2012-07-25 20:00:00,0.0,96.44,1,1.984,0,0,2.116,0,0
945,2012-07-25 20:15:00,0.0,113.211,1,2.054,0,0,2.113,0,0
946,2012-07-25 20:30:00,0.0,124.681,1,2.096,0,0,2.112,0,0
947,2012-07-25 20:45:00,0.0,119.131,1,2.076,0,0,2.11,0,0
948,2012-07-25 21:00:00,0.0,105.958,1,2.025,0,0,2.106,0,0
949,2012-07-25 21:15:00,0.0,1121.947,1,3.05,1,1,2.153,1,1
950,2012-07-25 21:30:00,0.0,661.388,1,2.82,1,1,2.187,1,1
951,2012-07-25 21:45:00,0.0,304.807,1,2.484,1,1,2.202,1,1
952,2012-07-25 22:00:00,0.0,1598.101,1,3.204,1,1,2.252,1,1
953,2012-07-25 22:15:00,0.0,432.413,1,2.636,1,1,2.271,1,1
954,2012-07-25 22:30:00,0.0,1309.435,1,3.117,1,1,2.313,1,1
955,2012-07-25 22:45:00,0.0,774.706,1,2.889,1,1,2.342,1,1
956,2012-07-25 23:00:00,0.0,274.131,1,2.438,1,1,2.347,1,1
957,2012-07-25 23:15:00,0.0,198.096,1,2.297,0,1,2.344,1,1
958,2012-07-25 23:30:00,0.0,196.764,1,2.294,0,1,2.342,1,1
959,2012-07-25 23:45:00,0.0,114.478,1,2.059,0,0,2.328,1,1
960,2012-07-26 00:00:00,0.0,82.147,1,1.915,0,0,2.307,1,1
961,2012-07-26 00:15:00,0.0,117.794,1,2.071,0,0,2.295,1,1
962,2012-07-26 00:30:00,0.0,125.728,1,2.099,0,0,2.285,1,1
963,2012-07-26 00:45:00,0.0,112.72,1,2.052,0,0,2.274,1,1
964,2012-07-26 01:00:00,0.0,103.65,1,2.016,0,0,2.261,1,1
965,2012-07-26 01:15:00,0.0,71.558,1,1.855,0,0,2.241,1,1
966,2012-07-26 01:30:00,0.0,67.582,1,1.83,0,0,2.22,1,1
967,2012-07-26 01:45:00,0.0,88.735,1,1.948,0,0,2.206,1,1
968,2012-07-26 02:00:00,0.0,69.15,1,1.84,0,0,2.188,1,1
969,2012-07-26 02:15:00,0.0,69.744,1,1.844,0,0,2.171,1,1
970,2012-07-26 02:30:00,0.0,143.323,1,2.156,0,0,2.17,1,1
971,2012-07-26 02:45:00,0.0,116.802,1,2.067,0,0,2.165,1,1
972,2012-07-26 03:00:00,0.0,113.553,1,2.055,0,0,2.16,1,1
973,2012-07-26 03:15:00,0.0,88.448,1,1.947,0,0,2.149,1,1
974,2012-07-26 03:30:00,0.0,65.258,1,1.815,0,0,2.132,1,1
975,2012-07-26 03:45:00,0.0,75.795,1,1.88,0,0,2.12,1,1
976,2012-07-26 04:00:00,0.0,88.743,1,1.948,0,0,2.111,1,1
977,2012-07-26 04:15:00,0.0,61.675,1,1.79,0,0,2.095,1,1
978,2012-07-26 04:30:00,0.0,93.537,1,1.971,0,0,2.089,1,1
979,2012-07-26 04:45:00,0.0,142.097,1,2.153,1,0,2.092,1,1
980,2012-07-26 05:00:00,0.0,107.056,1,2.03,0,0,2.089,1,1
981,2012-07-26 05:15:00,0.0,106.286,1,2.026,0,0,2.086,1,1
982,2012-07-26 05:30:00,0.0,113.972,1,2.057,0,0,2.084,1,1
983,2012-07-26 05:45:00,0.0,117.736,1,2.071,0,0,2.084,1,1
984,2012-07-26 06:00:00,0.0,107.705,1,2.032,0,0,2.081,1,1
985,2012-07-26 06:15:00,0.0,78.838,1,1.897,0,0,2.072,1,1
986,2012-07-26 06:30:00,0.0,102.292,1,2.01,0,0,2.069,1,1
987,2012-07-26 06:45:00,0.0,168.091,1,2.226,1,0,2.077,1,1
988,2012-07-26 07:00:00,0.0,327.433,1,2.515,1,1,2.099,1,1
989,2012-07-26 07:15:00,0.0,100.794,1,2.003,0,1,2.094,1,1
990,2012-07-26 07:30:00,0.0,310.3,1,2.492,1,1,2.114,1,1
991,2012-07-26 07:45:00,0.0,233.802,1,2.369,1,1,2.126,1,1
992,2012-07-26 08:00:00,0.0,111.196,1,2.046,0,1,2.122,1,1
993,2012-07-26 08:15:00,0.0,137.69,1,2.139,1,1,2.123,1,1
994,2012-07-26 08:30:00,0.0,150.593,1,2.178,1,1,2.126,1,1
995,2012-07-26 08:45:00,0.0,151.661,1,2.181,1,1,2.129,1,1
996,2012-07-26 09:00:00,0.0,194.806,1,2.29,1,1,2.137,1,1
997,2012-07-26 09:15:00,0.0,157.53,0,2.197,1,1,2.14,1,1
998,2012-07-26 09:30:00,0.0,147.22,0,2.168,1,1,2.141,1,1
999,2012-07-26 09:45:00,0.0,81.057,0,1.909,0,0,2.13,0,0
1000,2012-07-26 10:00:00,0.0,57.483,0,1.76,0,0,2.111,0,0
1001,2012-07-26 10:15:00,0.0,67.529,0,1.829,0,0,2.097,0,0
1002,2012-07-26 10:30:00,0.0,81.095,0,1.909,0,0,2.088,0,0
1003,2012-07-26 10:45:00,0.0,86.544,0,1.937,0,0,2.08,0,0
1004,2012-07-26 11:00:00,0.0,121.505,0,2.085,1,0,2.08,1,0
1005,2012-07-26 11:15:00,0.0,128.45,0,2.109,1,0,2.082,1,0
1006,2012-07-26 11:30:00,0.0,78.339,0,1.894,0,0,2.072,0,0
1007,2012-07-26 11:45:00,0.0,74.677,0,1.873,0,0,2.062,0,0
1008,2012-07-26 12:00:00,0.0,77.93,0,1.892,0,0,2.054,0,0
1009,2012-07-26 12:15:00,0.0,50.568,0,1.704,0,0,2.036,0,0
1010,2012-07-26 12:30:00,0.0,79.737,0,1.902,0,0,2.03,0,0
1011,2012-07-26 12:45:00,0.0,94.818,0,1.977,0,0,2.027,0,0
1012,2012-07-26 13:00:00,0.0,104.585,0,2.019,0,0,2.027,0,0
1013,2012-07-26 13:15:00,0.0,129.68,0,2.113,1,0,2.031,1,0
1014,2012-07-26 13:30:00,0.0,101.378,0,2.006,0,0,2.03,0,0
1015,2012-07-26 13:45:00,0.0,284.782,0,2.455,1,1,2.051,1,1
1016,2012-07-26 14:00:00,0.0,1717.511,1,3.235,1,1,2.11,1,1
1017,2012-07-26 14:15:00,0.0,284.86,1,2.455,1,1,2.127,1,1
1018,2012-07-26 14:30:00,0.0,210.608,1,2.323,1,1,2.137,1,1
1019,2012-07-26 14:45:00,0.0,267.029,1,2.427,1,1,2.152,1,1
1020,2012-07-26 15:00:00,0.0,122.931,1,2.09,0,1,2.149,0,1
1021,2012-07-26 15:15:00,0.0,105.353,1,2.023,0,1,2.142,0,1
1022,2012-07-26 15:30:00,0.0,139.048,1,2.143,1,0,2.142,1,0
1023,2012-07-26 15:45:00,0.0,116.553,1,2.067,0,0,2.139,0,0
1024,2012-07-26 16:00:00,0.0,107.427,1,2.031,0,0,2.133,0,0
1025,2012-07-26 16:15:00,0.0,126.52,1,2.102,0,0,2.132,0,0
1026,2012-07-26 16:30:00,0.0,117.827,1,2.071,0,0,2.129,0,0
1027,2012-07-26 16:45:00,0.0,106.523,1,2.027,0,0,2.124,0,0
1028,2012-07-26 17:00:00,0.0,140.827,1,2.149,1,0,2.125,1,0
1029,2012-07-26 17:15:00,0.0,125.354,1,2.098,0,0,2.123,0,0
1030,2012-07-26 17:30:00,0.0,2074.945,1,3.317,1,1,2.183,1,1
1031,2012-07-26 17:45:00,0.0,1214.03,1,3.084,1,1,2.228,1,1
1032,2012-07-26 18:00:00,0.0,945.275,1,2.976,1,1,2.266,1,1
1033,2012-07-26 18:15:00,0.0,115.371,1,2.062,0,1,2.255,0,1
1034,2012-07-26 18:30:00,0.0,130.188,1,2.115,0,0,2.248,0,0
1035,2012-07-26 18:45:00,0.0,113.626,1,2.055,0,0,2.239,0,0
1036,2012-07-26 19:00:00,0.0,103.947,1,2.017,0,0,2.228,0,0
1037,2012-07-26 19:15:00,0.0,91.952,1,1.964,0,0,2.214,0,0
1038,2012-07-26 19:30:00,0.0,67.184,1,1.827,0,0,2.195,0,0
1039,2012-07-26 19:45:00,0.0,62.27,1,1.794,0,0,2.175,0,0
1040,2012-07-26 20:00:00,0.0,89.89,1,1.954,0,0,2.164,0,0
1041,2012-07-26 20:15:00,0.0,67.274,1,1.828,0,0,2.147,0,0
1042,2012-07-26 20:30:00,0.0,92.008,1,1.964,0,0,2.138,0,0
1043,2012-07-26 20:45:00,0.0,138.01,1,2.14,1,0,2.138,1,0
1044,2012-07-26 21:00:00,0.0,104.925,1,2.021,0,0,2.132,0,0
1045,2012-07-26 21:15:00,0.0,409.344,1,2.612,1,1,2.156,1,1
1046,2012-07-26 21:30:00,0.0,479.527,1,2.681,1,1,2.182,1,1
1047,2012-07-26 21:45:00,0.0,479.527,1,2.681,1,1,2.207,1,1
1048,2012-07-26 22:00:00,0.0,479.527,1,2.681,1,1,2.231,1,1
1049,2012-07-26 22:15:00,0.0,479.527,1,2.681,1,1,2.254,1,1
1050,2012-07-26 22:30:00,0.0,479.527,1,2.681,1,1,2.275,1,1
1051,2012-07-26 22:45:00,0.0,479.527,1,2.681,1,1,2.295,1,1
1052,2012-07-26 23:00:00,0.0,479.527,1,2.681,1,1,2.315,1,1
1053,2012-07-26 23:15:00,0.0,479.527,1,2.681,1,1,2.333,1,1
1054,2012-07-26 23:30:00,0.0,479.527,1,2.681,1,1,2.35,1,1
1055,2012-07-26 23:45:00,0.0,479.527,1,2.681,1,1,2.367,1,1
1056,2012-07-27 06:15:00,0.0,103.622,1,2.015,0,0,2.349,1,1
1057,2012-07-27 06:30:00,0.0,61.772,1,1.791,0,0,2.321,1,1
1058,2012-07-27 06:45:00,0.0,82.312,1,1.915,0,0,2.301,1,1
1059,2012-07-27 07:00:00,0.0,173.272,1,2.239,0,0,2.298,1,1
1060,2012-07-27 07:15:00,0.0,147.487,1,2.169,0,0,2.291,1,1
1061,2012-07-27 07:30:00,0.0,297.836,1,2.474,1,0,2.301,1,1
1062,2012-07-27 07:45:00,0.0,333.983,1,2.524,1,0,2.312,1,1
1063,2012-07-27 08:00:00,0.0,237.166,1,2.375,1,0,2.315,1,1
1064,2012-07-27 08:15:00,0.0,119.227,1,2.076,0,0,2.303,1,1
1065,2012-07-27 08:30:00,0.0,131.629,1,2.119,0,0,2.294,1,1
1066,2012-07-27 08:45:00,0.0,105.136,1,2.022,0,0,2.28,1,1
1067,2012-07-27 09:00:00,0.0,161.429,1,2.208,0,0,2.277,1,1
1068,2012-07-27 09:15:00,0.0,196.848,1,2.294,1,0,2.277,1,0
1069,2012-07-27 09:30:00,0.0,151.586,1,2.181,0,0,2.273,0,0
1070,2012-07-27 09:45:00,0.0,103.718,0,2.016,0,0,2.26,0,0
1071,2012-07-27 10:00:00,0.0,78.542,0,1.895,0,0,2.242,0,0
1072,2012-07-27 10:15:00,0.0,52.182,0,1.718,0,0,2.215,0,0
1073,2012-07-27 10:30:00,0.0,145.303,1,2.162,0,0,2.213,0,0
1074,2012-07-27 10:45:00,0.0,156.871,1,2.196,0,0,2.212,0,0
1075,2012-07-27 11:00:00,0.0,126.903,1,2.103,0,0,2.206,0,0
1076,2012-07-27 11:15:00,0.0,130.378,0,2.115,0,0,2.202,0,0
1077,2012-07-27 11:30:00,0.0,128.036,0,2.107,0,0,2.197,0,0
1078,2012-07-27 11:45:00,0.0,127.068,0,2.104,0,0,2.192,0,0
1079,2012-07-27 12:00:00,0.0,109.483,0,2.039,0,0,2.185,0,0
1080,2012-07-27 12:15:00,0.0,118.364,0,2.073,0,0,2.179,0,0
1081,2012-07-27 12:30:00,0.0,125.679,0,2.099,0,0,2.175,0,0
1082,2012-07-27 12:45:00,0.0,125.052,0,2.097,0,0,2.171,0,0
1083,2012-07-27 13:00:00,0.0,65.066,0,1.813,0,0,2.153,0,0
1084,2012-07-27 13:15:00,0.0,74.115,0,1.87,0,0,2.139,0,0
1085,2012-07-27 13:30:00,0.0,81.385,0,1.911,0,0,2.128,0,0
1086,2012-07-27 13:45:00,0.0,80.904,0,1.908,0,0,2.117,0,0
1087,2012-07-27 14:00:00,0.0,57.631,0,1.761,0,0,2.099,0,0
1088,2012-07-27 14:15:00,0.0,135.917,0,2.133,1,0,2.101,1,0
1089,2012-07-27 14:30:00,0.0,129.449,0,2.112,1,0,2.101,1,0
1090,2012-07-27 14:45:00,0.0,117.766,0,2.071,0,0,2.1,0,0
1091,2012-07-27 15:00:00,0.0,79.563,0,1.901,0,0,2.09,0,0
1092,2012-07-27 15:15:00,0.0,82.093,0,1.914,0,0,2.081,0,0
1093,2012-07-27 15:30:00,0.0,81.293,0,1.91,0,0,2.072,0,0
1094,2012-07-27 15:45:00,0.0,54.873,0,1.739,0,0,2.056,0,0
1095,2012-07-27 16:00:00,0.0,81.368,0,1.91,0,0,2.049,0,0
1096,2012-07-27 16:15:00,0.0,111.774,1,2.048,0,0,2.048,0,0
1097,2012-07-27 16:30:00,0.0,126.647,1,2.103,1,0,2.051,1,0
1098,2012-07-27 16:45:00,0.0,125.81,1,2.1,1,0,2.054,1,0
1099,2012-07-27 17:00:00,0.0,128.432,0,2.109,1,0,2.056,1,0
1100,2012-07-27 17:15:00,0.0,81.003,0,1.909,0,0,2.049,0,0
1101,2012-07-27 17:30:00,0.0,78.087,1,1.893,0,0,2.041,0,0
1102,2012-07-27 17:45:00,0.0,103.166,1,2.014,0,0,2.04,0,0
1103,2012-07-27 18:00:00,0.0,2320.225,1,3.366,1,1,2.106,1,1
1104,2012-07-27 18:15:00,0.0,800.84,1,2.904,1,1,2.146,1,1
1105,2012-07-27 18:30:00,0.0,139.206,1,2.144,0,1,2.146,0,1
1106,2012-07-27 18:45:00,0.0,110.301,1,2.043,0,1,2.141,0,1
1107,2012-07-27 19:00:00,0.0,175.281,1,2.244,1,1,2.146,1,1
1108,2012-07-27 19:15:00,0.0,188.55,1,2.275,1,1,2.152,1,1
1109,2012-07-27 19:30:00,0.0,127.006,1,2.104,0,1,2.15,0,1
1110,2012-07-27 19:45:00,0.0,140.933,1,2.149,0,1,2.15,0,1
1111,2012-07-27 20:00:00,0.0,1935.229,1,3.287,1,1,2.207,1,1
1112,2012-07-27 20:15:00,0.0,1072.306,1,3.03,1,1,2.248,1,1
1113,2012-07-27 20:30:00,0.0,1900.698,1,3.279,1,1,2.3,1,1
1114,2012-07-27 20:45:00,0.0,2051.772,1,3.312,1,1,2.35,1,1
1115,2012-07-27 21:00:00,0.0,1065.083,1,3.027,1,1,2.384,1,1
1116,2012-07-27 21:15:00,0.0,236.683,1,2.374,0,1,2.383,1,1
1117,2012-07-27 21:30:00,0.0,266.341,1,2.425,1,1,2.386,1,1
1118,2012-07-27 21:45:00,0.0,189.202,1,2.277,0,1,2.38,1,1
1119,2012-07-27 22:00:00,0.0,129.119,1,2.111,0,0,2.367,1,1
1120,2012-07-27 22:15:00,0.0,134.396,1,2.128,0,0,2.355,1,1
1121,2012-07-27 22:30:00,0.0,111.62,1,2.048,0,0,2.339,1,1
1122,2012-07-27 22:45:00,0.0,125.825,1,2.1,0,0,2.327,1,1
1123,2012-07-27 23:00:00,0.0,108.856,1,2.037,0,0,2.313,1,1
1124,2012-07-27 23:15:00,0.0,110.015,1,2.041,0,0,2.299,1,1
1125,2012-07-27 23:30:00,0.0,125.672,1,2.099,0,0,2.289,1,1
1126,2012-07-27 23:45:00,0.0,101.907,1,2.008,0,0,2.275,1,1
1127,2012-07-28 00:00:00,0.0,102.49,1,2.011,0,0,2.262,1,1
1128,2012-07-28 00:15:00,0.0,82.91,1,1.919,0,0,2.245,1,1
1129,2012-07-28 00:30:00,0.0,53.32,1,1.727,0,0,2.219,1,1
1130,2012-07-28 00:45:00,0.0,80.847,1,1.908,0,0,2.203,1,1
1131,2012-07-28 01:00:00,0.0,76.35,1,1.883,0,0,2.187,1,1
1132,2012-07-28 01:15:00,0.0,57.046,1,1.756,0,0,2.166,1,1
1133,2012-07-28 01:30:00,0.0,83.726,1,1.923,0,0,2.154,1,1
1134,2012-07-28 01:45:00,0.0,100.416,1,2.002,0,0,2.146,1,1
1135,2012-07-28 02:00:00,0.0,116.767,1,2.067,0,0,2.142,1,1
1136,2012-07-28 02:15:00,0.0,129.622,1,2.113,0,0,2.141,1,1
1137,2012-07-28 02:30:00,0.0,104.223,1,2.018,0,0,2.135,1,1
1138,2012-07-28 02:45:00,0.0,79.671,1,1.901,0,0,2.123,1,1
1139,2012-07-28 03:00:00,0.0,83.043,1,1.919,0,0,2.113,1,1
1140,2012-07-28 03:15:00,0.0,52.065,1,1.717,0,0,2.093,1,1
1141,2012-07-28 03:30:00,0.0,81.401,1,1.911,0,0,2.084,1,1
1142,2012-07-28 03:45:00,0.0,74.314,1,1.871,0,0,2.073,1,1
1143,2012-07-28 04:00:00,0.0,57.937,1,1.763,0,0,2.058,1,1
1144,2012-07-28 04:15:00,0.0,136.4,1,2.135,1,0,2.062,1,1
1145,2012-07-28 04:30:00,0.0,114.887,1,2.06,0,0,2.061,1,1
1146,2012-07-28 04:45:00,0.0,111.693,1,2.048,0,0,2.061,1,1
1147,2012-07-28 05:00:00,0.0,101.784,1,2.008,0,0,2.058,1,1
1148,2012-07-28 05:15:00,0.0,59.441,1,1.774,0,0,2.044,1,1
1149,2012-07-28 05:30:00,0.0,76.654,1,1.885,0,0,2.036,1,1
1150,2012-07-28 05:45:00,0.0,87.558,1,1.942,0,0,2.031,1,1
1151,2012-07-28 06:00:00,0.0,51.994,1,1.716,0,0,2.016,1,1
1152,2012-07-28 06:15:00,0.0,81.195,1,1.91,0,0,2.01,1,1
1153,2012-07-28 06:30:00,0.0,113.449,1,2.055,1,0,2.012,1,1
1154,2012-07-28 06:45:00,0.0,107.424,1,2.031,1,0,2.013,1,1
1155,2012-07-28 07:00:00,0.0,130.887,1,2.117,1,0,2.019,1,1
1156,2012-07-28 07:15:00,0.0,114.967,1,2.061,1,0,2.021,1,1
1157,2012-07-28 07:30:00,0.0,123.214,1,2.091,1,0,2.024,1,1
1158,2012-07-28 07:45:00,0.0,313.071,1,2.496,1,1,2.048,1,1
1159,2012-07-28 08:00:00,0.0,202.137,1,2.306,1,1,2.061,1,1
1160,2012-07-28 08:15:00,0.0,191.437,1,2.282,1,1,2.072,1,1
1161,2012-07-28 08:30:00,0.0,269.971,1,2.431,1,1,2.09,1,1
1162,2012-07-28 08:45:00,0.0,1838.543,1,3.264,1,1,2.148,1,1
1163,2012-07-28 09:00:00,0.0,324.011,1,2.511,1,1,2.167,1,1
1164,2012-07-28 09:15:00,0.0,670.837,0,2.827,1,1,2.2,1,1
1165,2012-07-28 09:30:00,0.0,1001.081,0,3.0,1,1,2.24,1,1
1166,2012-07-28 09:45:00,0.0,142.034,0,2.152,0,1,2.235,0,1
1167,2012-07-28 10:00:00,0.0,1473.242,0,3.168,1,1,2.282,1,1
1168,2012-07-28 10:15:00,0.0,54.529,0,1.737,0,0,2.255,0,0
1169,2012-07-28 10:30:00,0.0,85.084,0,1.93,0,0,2.238,0,0
1170,2012-07-28 10:45:00,0.0,69.043,0,1.839,0,0,2.218,0,0
1171,2012-07-28 11:00:00,0.0,111.129,0,2.046,0,0,2.21,0,0
1172,2012-07-28 11:15:00,0.0,132.295,0,2.122,0,0,2.205,0,0
1173,2012-07-28 11:30:00,0.0,110.379,0,2.043,0,0,2.197,0,0
1174,2012-07-28 11:45:00,0.0,91.575,0,1.962,0,0,2.186,0,0
1175,2012-07-28 12:00:00,0.0,82.484,0,1.916,0,0,2.172,0,0
1176,2012-07-28 12:15:00,0.0,58.141,0,1.764,0,0,2.152,0,0
1177,2012-07-28 12:30:00,0.0,70.278,0,1.847,0,0,2.136,0,0
1178,2012-07-28 12:45:00,0.0,82.249,0,1.915,0,0,2.125,0,0
1179,2012-07-28 13:00:00,0.0,53.521,0,1.729,0,0,2.106,0,0
1180,2012-07-28 13:15:00,0.0,107.337,0,2.031,0,0,2.102,0,0
1181,2012-07-28 13:30:00,0.0,131.504,0,2.119,1,0,2.103,1,0
1182,2012-07-28 13:45:00,0.0,99.211,0,1.997,0,0,2.097,0,0
1183,2012-07-28 14:00:00,0.0,121.901,0,2.086,0,0,2.097,0,0
1184,2012-07-28 14:15:00,0.0,72.951,0,1.863,0,0,2.085,0,0
1185,2012-07-28 14:30:00,0.0,55.596,0,1.745,0,0,2.068,0,0
1186,2012-07-28 14:45:00,0.0,82.78,0,1.918,0,0,2.061,0,0
1187,2012-07-28 15:00:00,0.0,67.108,0,1.827,0,0,2.049,0,0
1188,2012-07-28 15:15:00,0.0,61.45,0,1.789,0,0,2.036,0,0
1189,2012-07-28 15:30:00,0.0,92.599,0,1.967,0,0,2.032,0,0
1190,2012-07-28 15:45:00,0.0,116.803,0,2.067,1,0,2.034,1,0
1191,2012-07-28 16:00:00,0.0,115.573,0,2.063,1,0,2.036,1,0
1192,2012-07-28 16:15:00,0.0,129.319,0,2.112,1,0,2.039,1,0
1193,2012-07-28 16:30:00,0.0,69.2,0,1.84,0,0,2.029,0,0
1194,2012-07-28 16:45:00,0.0,70.945,0,1.851,0,0,2.021,0,0
1195,2012-07-28 17:00:00,0.0,81.918,0,1.913,0,0,2.015,0,0
